id,why_correct,why_others_wrong,cites
FAR-MCQ-LEAS-0029,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0030,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0031,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0032,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0033,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0034,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0035,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0036,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0037,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0038,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0039,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0040,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0041,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0042,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0043,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0044,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0045,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0046,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0047,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0048,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0049,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0050,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0051,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0052,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0053,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0054,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0055,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0056,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0057,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0058,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0059,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0060,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0061,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0062,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0063,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0064,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0065,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0066,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0067,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0068,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0069,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0070,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0071,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0072,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0073,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0074,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0075,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0076,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0077,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0078,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0079,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0080,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0081,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0082,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0083,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0084,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0085,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0086,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0087,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0088,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0089,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0090,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0091,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0092,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0093,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0094,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0095,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0096,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0097,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0098,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0099,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0100,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0101,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0102,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0103,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0104,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0105,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0106,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0107,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0108,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0109,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0110,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0111,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0112,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0113,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0114,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0115,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0116,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0117,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0118,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0119,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0120,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0121,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0122,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * (term - 1)}; ${payment * term},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0123,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0124,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0125,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${pv_calculated * 1.06}; ${payment * (term - 1)},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0126,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
FAR-MCQ-LEAS-0127,ASC 842-20: Lease liability = PV of lease payments using IBR. PV ordinary annuity: payment × PV factor.,${payment * term}; ${pv_calculated * 1.06},"ASC 842-20-30-1, ASC 842-20-30-3"
