id,why_correct,why_others_wrong,cites
AUD-MCQ-ETHI-0041,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0042,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0043,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0044,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0045,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0046,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0047,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0048,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0049,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0050,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0051,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0052,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0053,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0054,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0055,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0056,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0057,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0058,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0059,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0060,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0061,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0062,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0063,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0064,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0065,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0066,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0067,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0068,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0069,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0070,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0071,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0072,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0073,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0074,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0075,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0076,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0077,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0078,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0079,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0080,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0081,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0082,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0083,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0084,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0085,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0086,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0087,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0088,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0089,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0090,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0091,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0092,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0093,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0094,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0095,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0096,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0097,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0098,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0099,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0100,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0101,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0102,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0103,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0104,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0105,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0106,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0107,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0108,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0109,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0110,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0111,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0112,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0113,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0114,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0115,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if pre-approved by audit committee","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0116,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0117,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Contingent fee arrangement violation,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0118,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if fee is less than 10% of total fees; Only impaired for public companies","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0119,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0120,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0121,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Indirect financial interest - independence not impaired if immaterial; No violation - ownership under 50%,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0122,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,Contingent fee arrangement violation; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
AUD-MCQ-ETHI-0123,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"Only impaired for public companies; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0124,ET 1.295 prohibits services where CPA makes management decisions for audit clients. This creates self-review threat.,"No, if pre-approved by audit committee; No, if fee is less than 10% of total fees","ET 1.295.030, ET 1.295.040"
AUD-MCQ-ETHI-0125,AICPA Code 1.200.001 prohibits direct financial interests regardless of materiality. CFO ownership in audit firm creates impermissible direct interest.,No violation - ownership under 50%; Indirect financial interest - independence not impaired if immaterial,"ET 1.200.001, ET 1.110.010"
